Time,liquid % in condensor,condensor pressure(kpa),liquid % in reboiler,Mass Flow Rate in Feed Flow  (kg/h),Mass Flow rate in top outlet stream  (kg/h),Net Mass Flow in main tower,Mole Fraction HX at reboiler,HX Mole Fraction in Top Outler Stream,Feed Mole Fraction,Feed Mole Fraction,Feed Tray Temperature,Main Tower Pressure,Bottom Tower Pressure,Top Tower Pressure,Reflux Ratio,Duties Summary,MoleFractionTX,MoleFractionHX
7020,50.01475946,101.3176595,54.66985946,4158.984659,7364.984659,2968.564659,1051.154659,0.05577,0.501001,0.498999,76.98515946,104.4446595,110.5126595,67.33375946,0.696857,0,0.95828,0.0417202
7050,50.38130412,101.6845041,55.02840412,4159.351504,7365.341504,2968.661504,1051.531504,0.0557712,0.501001,0.498999,77.35240412,104.8115041,110.8795041,67.70060412,0.696919,0,0.95828,0.0417203
7080,49.94002556,101.2397256,54.57692556,4159.059726,7364.799726,2969.039726,1051.009726,0.0557681,0.501001,0.498999,76.90962556,104.3697256,110.4377256,67.25882556,0.696874,0,0.958278,0.0417218
7110,49.96753178,101.2675318,54.59473178,4159.097532,7365.057532,2968.737532,1051.067532,0.0557708,0.501001,0.498999,76.93773178,104.3975318,110.4655318,67.28663178,0.696939,0,0.958279,0.0417215
7140,50.30664992,101.6086499,54.92444992,4159.33665,7365.27665,2968.75665,1051.36665,0.0557732,0.501001,0.498999,77.27684992,104.7366499,110.8046499,67.62574992,0.696902,0,0.958278,0.0417217
7170,49.86485806,101.1671581,54.47225806,4158.915158,7364.985158,2968.205158,1050.965158,0.0557754,0.501001,0.498999,76.83535806,104.2951581,110.3631581,67.18425806,0.696983,0,0.958279,0.0417214
7200,49.71121896,101.014519,54.30851896,4544.331519,7364.821519,2968.421519,1050.741519,0.0557776,0.501001,0.498999,76.68261896,104.141519,110.209519,67.03061896,0.696991,0,0.958279,0.0417212
7230,50.46391665,101.5031167,55.19911665,4560.069117,7857.909117,2920.689117,1046.279117,0.0589438,0.501001,0.498999,77.34201665,104.9291167,110.9971167,67.81821665,0.714743,0,0.958434,0.0415659
7260,49.61790448,100.7056045,54.61730448,4555.483604,7917.253604,2924.433604,1053.473604,0.0632893,0.501001,0.498999,76.47150448,104.0836045,110.1516045,66.97270448,0.717445,0,0.958569,0.0414308
7290,50.10998827,101.4394883,55.32298827,4536.800488,7925.590488,2950.850488,1058.870488,0.0668548,0.501001,0.498999,76.98948827,104.5604883,110.6284883,67.44958827,0.709978,0,0.958623,0.0413771
7320,50.13155037,101.8003504,55.52055037,4508.66635,7914.54635,3003.35635,1060.69635,0.0692894,0.501001,0.498999,77.07585037,104.5463504,110.6143504,67.43545037,0.692803,0,0.958538,0.0414623
7350,49.56939504,101.555595,55.05419504,4479.640595,7880.070595,3074.230595,1058.700595,0.0702239,0.501001,0.498999,76.55999504,103.930595,109.998595,66.81969504,0.66836,0,0.958283,0.0417171
7380,49.627579,101.813879,55.119079,4459.370879,7840.190879,3149.830879,1055.990879,0.0696562,0.501001,0.498999,76.648079,103.930879,109.998879,66.819979,0.641952,0,0.957897,0.042103
7410,50.46385202,102.703352,55.89995202,4450.433352,7808.363352,3219.493352,1051.723352,0.0679925,0.501001,0.498999,77.48275202,104.703352,110.771352,67.59245202,0.614262,0,0.957287,0.0427132
7440,50.45833499,102.596335,55.81353499,4454.027335,7784.857335,3269.807335,1047.187335,0.0655613,0.501001,0.498999,77.45703499,104.657335,110.725335,67.54643499,0.5922,0,0.95659,0.0434097
7470,50.05737759,101.9781776,55.33997759,4468.569178,7782.549178,3295.689178,1042.569178,0.0629507,0.501001,0.498999,77.02677759,104.2491776,110.3171776,67.13827759,0.578174,0,0.955948,0.044052
7500,50.13582372,101.7607237,55.37002372,4491.827724,7800.207724,3295.627724,1040.867724,0.0605707,0.501001,0.498999,77.07022372,104.3477237,110.4157237,67.23682372,0.571794,0,0.955253,0.0447467
7530,50.35309423,101.6914942,55.59339423,4516.722494,7828.722494,3276.942494,1039.162494,0.0587829,0.501001,0.498999,77.26719423,104.6124942,110.6804942,67.50159423,0.572614,0,0.954687,0.0453129
7560,50.28426198,101.384562,55.58546198,4539.460562,7861.660562,3239.530562,1041.720562,0.0576193,0.501001,0.498999,77.20436198,104.610562,110.678562,67.49966198,0.57968,0,0.954305,0.0456948
7590,49.73246188,100.6932619,55.14646188,4555.215262,7897.605262,3199.005262,1044.085262,0.0571297,0.501001,0.498999,76.66226188,104.1352619,110.2032619,67.02436188,0.591688,0,0.954018,0.0459819
7620,50.30051988,101.2364199,55.84711988,4562.81642,7930.15642,3160.71642,1047.93642,0.0572254,0.501001,0.498999,77.26381988,104.7664199,110.8344199,67.65551988,0.604315,0,0.953883,0.0461174
7650,50.11372061,101.1419206,55.82462061,4560.728921,7949.938921,3134.178921,1050.988921,0.0576793,0.501001,0.498999,77.13652061,104.6389206,110.7069206,67.52802061,0.618385,0,0.953832,0.0461681
7680,50.20400795,101.391708,56.06100795,4551.678708,7957.048708,3123.078708,1053.438708,0.0582874,0.501001,0.498999,77.28350795,104.758708,110.826708,67.64780795,0.629186,0,0.953816,0.0461844
7710,49.4715488,100.8395488,55.4277488,4537.794549,7949.774549,3124.894549,1054.584549,0.0587778,0.501001,0.498999,76.5944488,104.0245488,110.0925488,66.9136488,0.634789,0,0.953793,0.0462068
7740,49.48413761,101.0227376,55.51043761,4523.331738,7936.001738,3138.691738,1053.751738,0.0589745,0.501001,0.498999,76.63493761,104.0117376,110.0797376,66.90083761,0.634718,0,0.953728,0.0462719
7770,50.20740485,101.8630049,56.25670485,4512.194005,7916.804005,3160.274005,1054.624005,0.0587976,0.501001,0.498999,77.36600485,104.6940049,110.7620049,67.58310485,0.629983,0,0.953603,0.0463972
7800,50.11677184,101.8165718,56.16627184,4505.329572,7898.709572,3182.359572,1051.509572,0.0582346,0.501001,0.498999,77.26657184,104.5595718,110.6275718,67.44867184,0.623051,0,0.953431,0.0465688
7830,49.74255218,101.4088522,55.77405218,4504.093852,7883.903852,3197.793852,1048.723852,0.0574824,0.501001,0.498999,76.86475218,104.1438522,110.2118522,67.03295218,0.614901,0,0.953203,0.0467974
7860,49.7689468,101.3435468,55.7840468,4508.733547,7878.133547,3206.393547,1047.023547,0.0566127,0.501001,0.498999,76.8587468,104.1435468,110.2115468,67.0326468,0.60843,0,0.95297,0.0470301
7890,49.6419608,101.0920608,55.6626608,4517.291061,7881.691061,3203.641061,1045.691061,0.0559065,0.501001,0.498999,76.7030608,104.0110608,110.0790608,66.9001608,0.605789,0,0.952771,0.0472292
7920,49.94122324,101.2588232,55.99032324,4528.048823,7890.518823,3192.768823,1045.678823,0.0553116,0.501001,0.498999,76.97772324,104.3188232,110.3868232,67.20792324,0.606023,0,0.952597,0.0474034
7950,50.48505967,101.6961597,56.58675967,4538.02216,7904.14216,3176.25216,1046.01216,0.0550684,0.501001,0.498999,77.50685967,104.8821597,110.9501597,67.77125967,0.608863,0,0.952499,0.0475011
7980,50.45104506,101.5975451,56.63644506,4545.077545,7917.867545,3157.657545,1047.777545,0.0551237,0.501001,0.498999,77.47274506,104.8775451,110.9455451,67.76664506,0.614564,0,0.95245,0.04755
8010,49.86515359,101.0008536,56.14255359,4547.639854,7930.179854,3140.799854,1048.759854,0.0554408,0.501001,0.498999,76.89705359,104.3198536,110.3878536,67.20895359,0.621145,0,0.952456,0.0475444
8040,49.72531474,100.8952147,56.10501474,4546.589215,7938.239215,3128.899215,1049.869215,0.0559326,0.501001,0.498999,76.77201474,104.1992147,110.2672147,67.08831474,0.62686,0,0.952494,0.0475062
8070,50.13676898,101.382169,56.61486898,4542.452169,7941.652169,3124.262169,1051.502169,0.056447,0.501001,0.498999,77.20456898,104.622169,110.690169,67.51126898,0.63142,0,0.952547,0.0474531
8100,49.72983504,101.064035,56.28183504,4535.544035,7936.054035,3125.844035,1051.734035,0.0569146,0.501001,0.498999,76.81513504,104.214035,110.282035,67.10313504,0.633604,0,0.952587,0.047413
8130,50.23586582,101.6528658,56.84766582,4528.926866,7929.706866,3134.196866,1052.256866,0.0572146,0.501001,0.498999,77.33396582,104.7068658,110.7748658,67.59596582,0.632896,0,0.952596,0.0474035
8160,50.2630652,101.7408652,56.9140652,4522.913865,7919.733865,3146.113865,1051.603865,0.0573057,0.501001,0.498999,77.3615652,104.7138652,110.7818652,67.6029652,0.629936,0,0.952574,0.0474265
8190,49.92215982,101.4244598,56.59185982,4519.06246,7909.61246,3158.52246,1050.44246,0.057189,0.501001,0.498999,77.01595982,104.3524598,110.4204598,67.24155982,0.626034,0,0.95252,0.0474798
8220,49.80235589,101.2941559,56.48375589,4518.062156,7902.332156,3167.862156,1049.262156,0.0569385,0.501001,0.498999,76.88295589,104.2121559,110.2801559,67.10125589,0.621346,0,0.952433,0.0475675
8250,49.72726747,101.1779675,56.41926747,4519.863967,7898.073967,3174.373967,1048.293967,0.0566079,0.501001,0.498999,76.79276747,104.1239675,110.1919675,67.01306747,0.617554,0,0.952335,0.0476649
8280,49.54791623,100.9413162,56.25641623,4523.601316,7898.561316,3174.871316,1047.381316,0.0562944,0.501001,0.498999,76.60021623,103.9413162,110.0093162,66.83041623,0.615433,0,0.952252,0.0477476
8310,49.72492384,101.0528238,56.46052384,4528.851824,7903.271824,3171.801824,1047.401824,0.0560552,0.501001,0.498999,76.76382384,104.1218238,110.1898238,67.01092384,0.614876,0,0.952173,0.0478267
8340,50.5063358,101.7802358,57.2784358,4534.353236,7910.083236,3166.083236,1048.013236,0.0559472,0.501001,0.498999,77.5377358,104.9132358,110.9812358,67.8023358,0.615848,0,0.952122,0.0478779
8370,49.75305425,100.9930542,56.57705425,4537.224054,7915.814054,3156.594054,1048.144054,0.0559825,0.501001,0.498999,76.78595425,104.1740542,110.2420542,67.06315425,0.618087,0,0.952104,0.0478958
8400,50.31382609,101.5467261,57.19772609,4539.539726,7922.809726,3148.779726,1049.429726,0.0561283,0.501001,0.498999,77.34992609,104.7497261,110.8177261,67.63882609,0.621064,0,0.952107,0.0478931
8430,49.62035494,100.8654549,56.55955494,4538.826455,7926.306455,3143.386455,1049.386455,0.0563616,0.501001,0.498999,76.66445494,104.0664549,110.1344549,66.95555494,0.62374,0,0.952123,0.0478769
8460,49.87514369,101.1541437,56.87294369,4537.118144,7928.738144,3140.908144,1050.258144,0.056604,0.501001,0.498999,76.93004369,104.3281437,110.3961437,67.21724369,0.625881,0,0.952149,0.0478508
8490,50.07741011,101.3990101,57.12541011,4534.28101,7926.99101,3142.55101,1050.77101,0.056832,0.501001,0.498999,77.14191011,104.5310101,110.5990101,67.42011011,0.626888,0,0.952169,0.047831
8520,49.65818037,101.0198804,56.74108037,4530.57688,7923.01688,3144.91688,1050.57688,0.0569714,0.501001,0.498999,76.72818037,104.1068804,110.1748804,66.99598037,0.626702,0,0.952174,0.0478257
8550,50.31885472,101.7093547,57.42995472,4528.338355,7919.378355,3150.928355,1050.768355,0.057013,0.501001,0.498999,77.39105472,104.7583547,110.8263547,67.64745472,0.625312,0,0.952164,0.0478364
8580,49.65823118,101.0627312,56.78623118,4525.827731,7914.177731,3157.047731,1049.987731,0.0569616,0.501001,0.498999,76.72883118,104.0877312,110.1557312,66.97683118,0.623353,0,0.952136,0.0478636
8610,50.497237,101.897937,57.639437,4526.197937,7911.457937,3163.527937,1050.097937,0.0568259,0.501001,0.498999,77.562537,104.917937,110.985937,67.807037,0.621331,0,0.952098,0.047902
8640,49.77356866,101.1551687,56.92706866,4526.317169,7908.517169,3165.057169,1048.857169,0.0566601,0.501001,0.498999,76.83106866,104.1871687,110.2551687,67.07626866,0.619338,0,0.952048,0.0479515
8670,49.75249919,101.1075992,56.91819919,4528.073599,7908.873599,3165.243599,1048.533599,0.0564884,0.501001,0.498999,76.80359919,104.1635992,110.2315992,67.05269919,0.618067,0,0.952003,0.0479975
8700,49.61813738,100.9416374,56.80323738,4530.381637,7910.781637,3164.801637,1048.301637,0.0563671,0.501001,0.498999,76.66323738,104.0316374,110.0996374,66.92073738,0.617866,0,0.951967,0.0480329
8730,49.73111065,101.0274106,56.94011065,4532.899411,7913.729411,3161.019411,1048.409411,0.0562851,0.501001,0.498999,76.77251065,104.1494106,110.2174106,67.03851065,0.618325,0,0.95194,0.0480605
8760,50.14041744,101.4167174,57.37571744,4535.214717,7917.534717,3157.954717,1048.984717,0.0562795,0.501001,0.498999,77.18081744,104.5647174,110.6327174,67.45381744,0.61927,0,0.951927,0.0480725
8790,50.1943073,101.4650073,57.4627073,4536.286007,7920.446007,3153.426007,1049.466007,0.0563365,0.501001,0.498999,77.2375073,104.6260073,110.6940073,67.5151073,0.620706,0,0.951927,0.0480733
8820,50.28666981,101.5637698,57.58666981,4536.41477,7923.04477,3150.50477,1049.88477,0.0564391,0.501001,0.498999,77.33426981,104.7247698,110.7927698,67.61386981,0.622203,0,0.951936,0.0480644
8850,50.18484281,101.4762428,57.51694281,4535.546243,7924.036243,3149.496243,1050.136243,0.0565595,0.501001,0.498999,77.23684281,104.6262428,110.6942428,67.51534281,0.623309,0,0.951947,0.0480527
8880,50.24134041,101.5529404,57.60114041,4534.20294,7923.87294,3149.46294,1050.31294,0.0566605,0.501001,0.498999,77.29814041,104.6829404,110.7509404,67.57204041,0.623831,0,0.951958,0.0480423
8910,50.15982064,101.4905206,57.54002064,4532.569521,7921.729521,3151.769521,1050.329521,0.0567334,0.501001,0.498999,77.21972064,104.5995206,110.6675206,67.48862064,0.623867,0,0.951963,0.0480373
8940,50.12792991,101.4734299,57.52472991,4531.11343,7919.88343,3154.23343,1050.17343,0.0567549,0.501001,0.498999,77.18892991,104.5634299,110.6314299,67.45252991,0.623302,0,0.951959,0.0480415
8970,49.55614066,100.9084407,56.96434066,4529.596441,7917.216441,3156.566441,1049.346441,0.0567327,0.501001,0.498999,76.61564066,103.9864407,110.0544407,66.87554066,0.622335,0,0.951946,0.048054
9000,50.10201664,101.4542166,57.51771664,4529.768217,7915.928217,3159.058217,1049.658217,0.0566714,0.501001,0.498999,77.16021664,104.5282166,110.5962166,67.41731664,0.621357,0,0.951929,0.0480706
9030,49.73400772,101.0800077,57.15670772,4529.667008,7914.527008,3159.917008,1049.137008,0.0565937,0.501001,0.498999,76.78910772,104.1570077,110.2250077,67.04610772,0.620451,0,0.951907,0.0480931
9060,49.82737788,101.1587779,57.25677788,4530.648778,7914.428778,3161.118778,1049.058778,0.0565092,0.501001,0.498999,76.87867788,104.2487779,110.3167779,67.13787788,0.619836,0,0.951884,0.0481157
9090,50.20753444,101.5268344,57.64543444,4531.989834,7915.659834,3160.159834,1049.359834,0.0564466,0.501001,0.498999,77.25723444,104.6298344,110.6978344,67.51893444,0.619641,0,0.951869,0.0481315
9120,49.62323694,100.9284369,57.07163694,4532.607437,7916.457437,3158.957437,1048.797437,0.0564045,0.501001,0.498999,76.67053694,104.0474369,110.1154369,66.93653694,0.619821,0,0.951855,0.0481453
9150,50.26537072,101.5605707,57.72547072,4534.202571,7918.622571,3158.312571,1049.452571,0.0563966,0.501001,0.498999,77.31187072,104.6925707,110.7605707,67.58167072,0.620303,0,0.951848,0.048152
9180,50.02612328,101.3161233,57.49982328,4534.576123,7919.576123,3156.256123,1049.326123,0.056418,0.501001,0.498999,77.07312328,104.4561233,110.5241233,67.34522328,0.620867,0,0.951847,0.0481527
9210,50.05111135,101.3429113,57.53891135,4534.713911,7921.003911,3153.993911,1049.573911,0.0564562,0.501001,0.498999,77.09951135,104.4839113,110.5519113,67.37301135,0.621486,0,0.95185,0.0481499
9240,50.08348891,101.3799889,57.58338891,4534.517989,7921.607989,3153.857989,1049.747989,0.0565086,0.501001,0.498999,77.13318891,104.5179889,110.5859889,67.40708891,0.622025,0,0.951855,0.0481449
9270,49.82426639,101.1296664,57.33576639,4533.699666,7921.509666,3153.079666,1049.559666,0.0565584,0.501001,0.498999,76.87676639,104.2596664,110.3276664,67.14876639,0.622393,0,0.951861,0.0481388
9300,50.19828941,101.5129894,57.71838941,4533.342989,7921.202989,3154.032989,1050.012989,0.0565984,0.501001,0.498999,77.25198941,104.6329894,110.7009894,67.52208941,0.62245,0,0.951865,0.0481353
9330,49.63994526,100.9620453,57.16484526,4532.073045,7919.853045,3154.533045,1049.473045,0.0566156,0.501001,0.498999,76.69494526,104.0730453,110.1410453,66.96214526,0.622259,0,0.951864,0.0481359
9360,49.66088771,100.9866877,57.18848771,4531.651688,7918.771688,3155.801688,1049.351688,0.0566113,0.501001,0.498999,76.71528771,104.0916877,110.1596877,66.98078771,0.621874,0,0.95186,0.0481401
9390,49.98652518,101.3143252,57.51482518,4531.655325,7918.395325,3157.225325,1049.775325,0.0565913,0.501001,0.498999,77.04022518,104.4153252,110.4833252,67.30442518,0.621419,0,0.951853,0.0481469
9420,50.3630257,101.6882257,57.8906257,4532.120226,7918.040226,3158.500226,1049.820226,0.0565554,0.501001,0.498999,77.4153257,104.7902257,110.8582257,67.6793257,0.621007,0,0.951844,0.0481558
9450,50.31756571,101.6352657,57.84316571,4532.503266,7917.633266,3159.343266,1049.693266,0.0565139,0.501001,0.498999,77.36746571,104.7432657,110.8112657,67.63236571,0.620616,0,0.951833,0.0481672
9480,50.06093578,101.3728358,57.58573578,4532.656836,7917.846836,3157.236836,1049.426836,0.0564802,0.501001,0.498999,77.11043578,104.4868358,110.5548358,67.37593578,0.620435,0,0.951824,0.0481761
9510,50.24209661,101.5479966,57.76689661,4533.398997,7918.598997,3157.878997,1049.528997,0.0564623,0.501001,0.498999,77.29029661,104.6689966,110.7369966,67.55809661,0.620497,0,0.951818,0.0481818
9540,49.81780734,101.1170073,57.34270734,4533.496007,7918.836007,3157.196007,1049.226007,0.0564524,0.501001,0.498999,76.86540734,104.2460073,110.3140073,67.13510734,0.620698,0,0.951814,0.0481859
9570,49.63613222,100.9313322,57.16103222,4533.755332,7919.525332,3156.185332,1049.045332,0.0564561,0.501001,0.498999,76.68273222,104.0653322,110.1333322,66.95443222,0.620907,0,0.951812,0.0481876
9600,50.02774827,101.3225483,57.55344827,4534.258548,7920.608548,3155.688548,1049.538548,0.0564749,0.501001,0.498999,77.07564827,104.4585483,110.5265483,67.34764827,0.621231,0,0.951814,0.0481864
9630,49.80833887,101.1067389,57.33483887,4533.920739,7920.790739,3155.090739,1049.290739,0.0565034,0.501001,0.498999,76.85833887,104.2407389,110.3087389,67.12983887,0.621585,0,0.951817,0.0481829
9660,50.08521912,101.3891191,57.61081912,4533.858119,7921.098119,3154.708119,1049.728119,0.0565332,0.501001,0.498999,77.13561912,104.5181191,110.5861191,67.40721912,0.621772,0,0.95182,0.0481798
9690,50.01498359,101.3240836,57.53848359,4533.368084,7920.818084,3155.508084,1049.718084,0.0565567,0.501001,0.498999,77.06698359,104.4480836,110.5160836,67.33718359,0.621921,0,0.951824,0.0481762
9720,49.92924779,101.2418478,57.44754779,4532.960848,7920.190848,3155.690848,1049.610848,0.0565618,0.501001,0.498999,76.98134779,104.3608478,110.4288478,67.24994779,0.621733,0,0.951823,0.0481773
9750,49.75824276,101.0728428,57.27024276,4532.538843,7919.518843,3156.348843,1049.428843,0.0565605,0.501001,0.498999,76.81074276,104.1888428,110.2568428,67.07794276,0.621561,0,0.951821,0.048179
9780,49.87102628,101.1852263,57.37482628,4532.560226,7918.980226,3157.350226,1049.430226,0.056547,0.501001,0.498999,76.92252628,104.3002263,110.3682263,67.18932628,0.62129,0,0.951817,0.0481833
9810,49.8948176,101.2080176,57.3903176,4532.613018,7918.843018,3157.713018,1049.403018,0.0565277,0.501001,0.498999,76.9451176,104.3230176,110.3910176,67.2121176,0.621033,0,0.951812,0.048188
9840,49.94866594,101.2608659,57.43546594,4532.736866,7918.966866,3157.586866,1049.486866,0.0565109,0.501001,0.498999,76.99926594,104.3768659,110.4448659,67.26596594,0.620907,0,0.951808,0.0481924
9870,49.97809622,101.2848962,57.45519622,4533.085896,7918.945896,3157.395896,1049.455896,0.0564888,0.501001,0.498999,77.02729622,104.4058962,110.4738962,67.29499622,0.620769,0,0.951802,0.048198
9900,49.88943122,101.1928312,57.35783122,4533.307831,7919.297831,3157.637831,1049.347831,0.0564765,0.501001,0.498999,76.93753122,104.3178312,110.3858312,67.20693122,0.620814,0,0.951799,0.0482008
9930,49.78009305,101.081293,57.23919305,4533.449293,7919.589293,3156.759293,1049.309293,0.0564727,0.501001,0.498999,76.82859305,104.209293,110.277293,67.09839305,0.620925,0,0.951797,0.0482027
9960,49.57826321,100.8782632,57.02906321,4533.408263,7919.668263,3156.548263,1048.998263,0.056477,0.501001,0.498999,76.62676321,104.0082632,110.0762632,66.89736321,0.621092,0,0.951797,0.0482027
9990,49.86924201,101.168742,57.31004201,4533.719742,7920.289742,3155.509742,1049.399742,0.0564835,0.501001,0.498999,76.91794201,104.299742,110.367742,67.18884201,0.621185,0,0.951798,0.0482023
10020,49.75272228,101.0539223,57.18362228,4533.593922,7920.333922,3156.053922,1049.343922,0.0564986,0.501001,0.498999,76.80222228,104.1839223,110.2519223,67.07302228,0.621394,0,0.9518,0.0482002
10050,50.17088415,101.4707842,57.59118415,4534.011784,7920.591784,3156.391784,1049.701784,0.0565054,0.501001,0.498999,77.21988415,104.6017842,110.6697842,67.49088415,0.621427,0,0.9518,0.0481999
10080,50.17513692,101.4792369,57.58363692,4533.776237,7920.936237,3155.486237,1049.816237,0.0565163,0.501001,0.498999,77.22513692,104.6062369,110.6742369,67.49533692,0.621439,0,0.951801,0.0481986
10110,50.01283637,101.3189364,57.40873637,4533.483936,7920.453936,3156.473936,1049.643936,0.0565254,0.501001,0.498999,77.06353637,104.4439364,110.5119364,67.33303637,0.621506,0,0.951803,0.0481973
10140,50.22830836,101.5346084,57.61100836,4533.598608,7920.288608,3156.928608,1049.888608,0.0565225,0.501001,0.498999,77.27850836,104.6586084,110.7266084,67.54770836,0.62139,0,0.951802,0.0481984
10170,50.22136782,101.5277678,57.58846782,4533.510768,7920.200768,3156.610768,1049.810768,0.0565175,0.501001,0.498999,77.27026782,104.6507678,110.7187678,67.53986782,0.621196,0,0.951799,0.0482008
10200,50.44545282,101.7517528,57.79875282,4533.744753,7920.434753,3157.054753,1049.934753,0.0565128,0.501001,0.498999,77.49505282,104.8747528,110.9427528,67.76385282,0.621121,0,0.951797,0.0482028
10230,49.96129734,101.2666973,57.29879734,4533.290697,7919.760697,3157.010697,1049.500697,0.0565065,0.501001,0.498999,77.01079734,104.3906973,110.4586973,67.27979734,0.621094,0,0.951796,0.0482043
10260,50.44096312,101.7451631,57.76156312,4533.860163,7920.280163,3157.110163,1049.930163,0.0564976,0.501001,0.498999,77.48986312,104.8701631,110.9381631,67.75926312,0.621034,0,0.951793,0.0482066
10290,49.82256009,101.1235601,57.12766009,4533.42156,7919.81156,3157.89156,1049.42156,0.0564916,0.501001,0.498999,76.87036009,104.2515601,110.3195601,67.14066009,0.621001,0,0.951791,0.0482088
10320,49.96063417,101.2634342,57.24923417,4533.560434,7920.250434,3156.420434,1049.510434,0.0564897,0.501001,0.498999,77.00963417,104.3904342,110.4584342,67.27953417,0.621065,0,0.951791,0.0482093
10350,50.01664532,101.3201453,57.28844532,4533.587145,7920.287145,3156.007145,1049.587145,0.0564948,0.501001,0.498999,77.06644532,104.4471453,110.5151453,67.33624532,0.621184,0,0.951791,0.0482085
10380,50.1610555,101.4633555,57.4163555,4533.781355,7920.431355,3157.441355,1049.721355,0.0564959,0.501001,0.498999,77.2108555,104.5913555,110.6593555,67.4804555,0.621218,0,0.951791,0.0482089
10410,49.90203291,101.2028329,57.13803291,4533.601833,7919.981833,3156.961833,1049.401833,0.0564929,0.501001,0.498999,76.95063291,104.3318329,110.3998329,67.22093291,0.621161,0,0.95179,0.0482103
10440,50.1056397,101.4076397,57.3246397,4533.76564,7920.44564,3156.24564,1049.81564,0.0564945,0.501001,0.498999,77.1542397,104.5356397,110.6036397,67.4247397,0.621168,0,0.95179,0.0482103
10470,50.48650267,101.7875027,57.68590267,4534.196503,7920.896503,3156.646503,1050.036503,0.056493,0.501001,0.498999,77.53520267,104.9165027,110.9845027,67.80560267,0.621175,0,0.951789,0.0482106
10500,49.64999389,100.9523939,56.82999389,4533.280394,7920.200394,3155.380394,1049.250394,0.0565,0.501001,0.498999,76.69919389,104.0803939,110.1483939,66.96949389,0.621248,0,0.95179,0.0482095
10530,50.1697984,101.4720984,57.3314984,4533.790098,7920.520098,3156.770098,1049.740098,0.0565044,0.501001,0.498999,77.2189984,104.6000984,110.6680984,67.4891984,0.621273,0,0.951791,0.0482092
10560,49.84391756,101.1468176,56.98421756,4533.443818,7920.033818,3156.173818,1049.393818,0.056503,0.501001,0.498999,76.89291756,104.2738176,110.3418176,67.16291756,0.621205,0,0.95179,0.0482099
10590,50.04151017,101.3467102,57.16081017,4533.52171,7920.35171,3156.26171,1049.61171,0.0565056,0.501001,0.498999,77.09121017,104.4717102,110.5397102,67.36081017,0.621217,0,0.951791,0.0482095
10620,50.02290771,101.3278077,57.12200771,4533.492808,7920.132808,3156.532808,1049.572808,0.0565017,0.501001,0.498999,77.07240771,104.4528077,110.5208077,67.34190771,0.621159,0,0.95179,0.0482103
10650,50.32953871,101.6332387,57.40593871,4533.839239,7920.489239,3156.809239,1049.879239,0.0564982,0.501001,0.498999,77.37843871,104.7592387,110.8272387,67.64833871,0.621134,0,0.951789,0.0482112
10680,49.51535057,100.8179506,56.56955057,4533.104951,7919.554951,3156.074951,1049.034951,0.0564939,0.501001,0.498999,76.56385057,103.9449506,110.0129506,66.83405057,0.621107,0,0.951788,0.0482122
10710,49.77460973,101.0762097,56.80690973,4533.41421,7919.89421,3156.92421,1049.26421,0.0564939,0.501001,0.498999,76.82310973,104.2042097,110.2722097,67.09330973,0.621093,0,0.951787,0.0482129
10740,50.14327889,101.4439789,57.15197889,4533.842979,7920.312979,3157.342979,1049.682979,0.0564915,0.501001,0.498999,77.19247889,104.5729789,110.6409789,67.46207889,0.621104,0,0.951787,0.0482134
10770,50.0465366,101.3461366,57.0334366,4533.846137,7920.266137,3157.456137,1049.556137,0.0564886,0.501001,0.498999,77.0952366,104.4761366,110.5441366,67.3652366,0.62109,0,0.951786,0.0482144
10800,50.41814772,101.7168477,57.38074772,4534.267848,7920.877848,3157.527848,1049.967848,0.0564898,0.501001,0.498999,77.46614772,104.8478477,110.9158477,67.73694772,0.621094,0,0.951785,0.0482148
10830,49.76621332,101.0676133,56.70501332,4533.496613,7920.466613,3155.496613,1049.386613,0.0564934,0.501001,0.498999,76.81521332,104.1966133,110.2646133,67.08571332,0.621154,0,0.951786,0.048214
10860,50.46968667,101.7700867,57.38608667,4534.260087,7920.890087,3157.330087,1050.010087,0.0564954,0.501001,0.498999,77.51858667,104.9000867,110.9680867,67.78918667,0.621228,0,0.951786,0.0482135
10890,49.74653315,101.0467331,56.63723315,4533.526733,7920.146733,3156.396733,1049.306733,0.056496,0.501001,0.498999,76.79563315,104.1767331,110.2447331,67.06583315,0.6212,0,0.951786,0.048214
10920,50.34377537,101.6449754,57.20877537,4534.093975,7920.823975,3157.093975,1049.913975,0.0564973,0.501001,0.498999,77.39277537,104.7739754,110.8419754,67.66307537,0.621199,0,0.951786,0.0482141
10950,50.19382367,101.4960237,57.03532367,4533.894024,7920.734024,3156.214024,1049.784024,0.0564991,0.501001,0.498999,77.24282367,104.6240237,110.6920237,67.51312367,0.621177,0,0.951786,0.0482142
10980,49.9552516,101.2577516,56.7707516,4533.585752,7920.435752,3156.765752,1049.495752,0.0565036,0.501001,0.498999,77.0045516,104.3857516,110.4537516,67.2748516,0.62125,0,0.951787,0.0482132
11010,50.31660133,101.6201013,57.10800133,4533.907101,7920.667101,3157.607101,1050.047101,0.0565046,0.501001,0.498999,77.36640133,104.7471013,110.8151013,67.63620133,0.621286,0,0.951787,0.0482126
