Time,liquid % in condensor,condensor pressure(kpa),liquid % in reboiler,Mass Flow Rate in Feed Flow  (kg/h),Mass Flow rate in top outlet stream  (kg/h),Net Mass Flow in main tower,Mole Fraction HX at reboiler,HX Mole Fraction in Top Outler Stream,Feed Mole Fraction,Feed Mole Fraction,Feed Tray Temperature,Main Tower Pressure,Bottom Tower Pressure,Top Tower Pressure,Reflux Ratio,Duties Summary,MoleFractionTX,MoleFractionHX
14370,49.99434463,101.2952446,53.06864463,4533.734245,7920.454245,3157.174245,1049.554245,0.0564917,0.501001,0.498999,77.04304463,104.4242446,110.4922446,67.31334463,0.621148,0,0.951783,0.0482168
14400,50.26963738,101.5704374,53.31013738,4533.969437,7920.599437,3157.909437,1049.799437,0.0564902,0.501001,0.498999,77.31823738,104.6994374,110.7674374,67.58853738,0.621105,0,0.951783,0.0482172
14430,50.52853047,102.5990305,53.09573047,3351.21403,6505.35403,3300.39403,1065.66403,0.0478384,0.501001,0.498999,77.89143047,104.8640305,110.9320305,67.75313047,0.582383,0,0.951317,0.0486832
14460,49.83315527,101.7051553,51.57765527,3363.280155,6279.750155,3262.400155,1039.270155,0.0384222,0.501001,0.498999,77.34295527,104.1801553,110.2481553,67.06925527,0.581675,0,0.950922,0.0490784
14490,49.87655783,100.8616578,50.96815783,3416.939658,6202.149658,3158.059658,1032.129658,0.03258,0.501001,0.498999,77.40585783,104.2896578,110.3576578,67.17875783,0.609606,0,0.950885,0.0491153
14520,50.16951406,99.94721406,50.74191406,3491.089114,6216.889114,2943.509114,1013.589114,0.0293447,0.501001,0.498999,77.56521406,104.6991141,110.7671141,67.58821406,0.666956,0,0.951375,0.0486252
14550,49.71935533,98.44065533,50.04205533,3558.559955,6277.659955,2692.539955,1023.629955,0.0283195,0.501001,0.498999,76.94325533,104.4299553,110.4979553,67.31905533,0.762319,0,0.952543,0.0474568
14580,49.74145162,97.93855162,50.11315162,3600.259252,6397.759252,2443.119252,1035.409252,0.029671,0.501001,0.498999,76.84875162,104.6792516,110.7472516,67.56835162,0.902273,0,0.9543,0.0456997
14610,49.45920347,97.70210347,50.02670347,3610.101903,6482.761903,2257.881903,1053.481903,0.0333287,0.501001,0.498999,76.52930347,104.6019035,110.6699035,67.49100347,1.09022,0,0.956316,0.0436843
14640,49.34366578,98.15906578,50.13916578,3588.061666,6547.181666,2153.381666,1069.971666,0.0385594,0.501001,0.498999,76.43836578,104.6116658,110.6796658,67.50076578,1.33124,0,0.958533,0.0414668
14670,49.44117018,99.11247018,50.33657018,3542.62677,6566.78677,2134.57677,1081.62677,0.0451556,0.501001,0.498999,76.57917018,104.6867702,110.7547702,67.57587018,1.56901,0,0.960299,0.0397009
14700,48.90766762,99.56536762,49.70096762,3479.566368,6546.896368,2197.166368,1084.786368,0.051127,0.501001,0.498999,76.07606762,103.9663676,110.0343676,66.85546762,1.64458,0,0.961924,0.0380762
14730,49.40727188,100.8645719,49.85497188,3419.310572,6466.270572,2326.020572,1081.570572,0.0554052,0.501001,0.498999,76.49807188,104.1605719,110.2285719,67.04967188,1.48433,0,0.96303,0.0369702
14760,49.71156732,101.6286673,49.69086732,3375.651667,6357.741667,2480.211667,1077.381667,0.0568115,0.501001,0.498999,76.67006732,104.1516673,110.2196673,67.04076732,1.24795,0,0.963565,0.0364354
14790,50.34590205,102.334602,49.72010205,3354.452602,6266.592602,2621.022602,1061.452602,0.05588,0.501001,0.498999,77.11690205,104.492602,110.560602,67.38170205,1.02107,0,0.96382,0.0361802
14820,50.60912192,102.3326219,49.43662192,3358.552622,6203.722622,2721.542622,1051.862622,0.0534902,0.501001,0.498999,77.20782192,104.5826219,110.6506219,67.47172192,0.879584,0,0.963837,0.0361635
14850,50.61331043,101.8206104,48.93851043,3384.10661,6170.28661,2764.57661,1041.23661,0.050733,0.501001,0.498999,77.09241043,104.5466104,110.6146104,67.43571043,0.809132,0,0.963768,0.036232
14880,50.31606575,100.8844657,48.24116575,3421.561466,6174.111466,2748.691466,1036.781466,0.0486544,0.501001,0.498999,76.66866575,104.3014657,110.3694657,67.19056575,0.782636,0,0.963757,0.0362426
14910,50.0527012,100.0648012,47.7403012,3458.324801,6214.984801,2680.254801,1039.454801,0.0475269,0.501001,0.498999,76.3481012,104.1548012,110.2228012,67.0439012,0.787577,0,0.963881,0.0361189
14940,49.8826915,99.5191915,47.4363915,3488.453691,6256.413691,2611.123691,1042.443691,0.0476738,0.501001,0.498999,76.1915915,104.1636915,110.2316915,67.0527915,0.825499,0,0.964252,0.0357482
14970,50.1236116,99.6791116,47.6264116,3503.383012,6329.663012,2531.073012,1050.743012,0.0490363,0.501001,0.498999,76.5051116,104.5830116,110.6510116,67.4721116,0.881475,0,0.964794,0.0352061
15000,49.50342754,99.25352754,46.99552754,3500.175928,6373.065928,2472.975928,1058.135928,0.0512683,0.501001,0.498999,75.99152754,104.0959275,110.1639275,66.98502754,0.941148,0,0.96538,0.0346201
15030,49.99090423,100.1677042,47.44290423,3483.144104,6396.004104,2451.584104,1065.544104,0.0538562,0.501001,0.498999,76.61950423,104.6741042,110.7421042,67.56320423,1.00219,0,0.966067,0.0339332
15060,49.3993577,100.0747577,46.7386577,3456.239758,6389.709758,2464.559758,1072.389758,0.0561743,0.501001,0.498999,76.1324577,104.0897577,110.1577577,66.9788577,1.03832,0,0.966661,0.0333389
15090,49.3566386,100.4786386,46.4524386,3427.937639,6364.917639,2512.197639,1069.057639,0.0576141,0.501001,0.498999,76.1465386,103.9776386,110.0456386,66.8667386,1.03446,0,0.967057,0.0329425
15120,50.08589351,101.5189935,46.83949351,3404.851994,6327.901994,2575.481994,1065.371994,0.0579657,0.501001,0.498999,76.87619351,104.5919935,110.6599935,67.48109351,0.993592,0,0.967342,0.0326584
15150,49.66204491,101.2179449,46.04364491,3390.894945,6277.754945,2634.384945,1059.884945,0.0571819,0.501001,0.498999,76.41664491,104.0549449,110.1229449,66.94404491,0.93999,0,0.967458,0.0325416
15180,50.58305715,102.0591571,46.53515715,3390.269157,6244.899157,2685.439157,1055.039157,0.0558144,0.501001,0.498999,77.26595715,104.8791571,110.9471571,67.76825715,0.888027,0,0.967448,0.0325524
15210,50.16918046,101.4191805,45.71378046,3399.08418,6225.24418,2707.34418,1049.70418,0.053958,0.501001,0.498999,76.78068046,104.4141805,110.4821805,67.30328046,0.850637,0,0.967396,0.0326043
15240,50.30384564,101.2680456,45.53264564,3414.921046,6223.831046,2703.201046,1046.221046,0.0523944,0.501001,0.498999,76.86094564,104.5510456,110.6190456,67.44014564,0.833134,0,0.967362,0.0326381
15270,50.55262499,101.225025,45.49792499,3433.614025,6236.604025,2678.294025,1047.104025,0.051345,0.501001,0.498999,77.07572499,104.844025,110.912025,67.73312499,0.834708,0,0.967383,0.0326168
15300,49.58534452,100.0559445,44.34184452,3447.757945,6260.597945,2640.127945,1049.947945,0.0509371,0.501001,0.498999,76.10794452,103.9479445,110.0159445,66.83704452,0.851203,0,0.9675,0.0325003
15330,50.08554566,100.4745457,44.67764566,3457.173546,6290.633546,2596.783546,1051.403546,0.0512137,0.501001,0.498999,76.63194566,104.5235457,110.5915457,67.41264566,0.876424,0,0.967695,0.0323053
15360,50.14057164,100.5958716,44.60247164,3458.011872,6314.181872,2563.381872,1056.161872,0.0519371,0.501001,0.498999,76.74227164,104.6518716,110.7198716,67.54097164,0.909272,0,0.967979,0.0320208
15390,49.870782,100.494582,44.216182,3451.356582,6326.366582,2544.996582,1059.156582,0.0529703,0.501001,0.498999,76.530982,104.426582,110.494582,67.315682,0.939109,0,0.968284,0.0317158
15420,49.42169439,100.2696944,43.60019439,3439.233694,6328.303694,2544.363694,1060.873694,0.0539793,0.501001,0.498999,76.13629439,103.9836944,110.0516944,66.87279439,0.956632,0,0.96855,0.03145
15450,49.8329326,100.9056326,43.8062326,3426.091633,6318.211633,2560.161633,1061.541633,0.05467,0.501001,0.498999,76.5779326,104.3716326,110.4396326,67.2607326,0.96056,0,0.968794,0.0312056
15480,49.95347486,101.1881749,43.70107486,3414.819175,6299.519175,2585.709175,1060.669175,0.0549391,0.501001,0.498999,76.70587486,104.4491749,110.5171749,67.33827486,0.951823,0,0.968945,0.0310553
15510,50.26434415,101.5779442,43.72894415,3407.391944,6280.771944,2612.111944,1058.411944,0.0547627,0.501001,0.498999,77.00124415,104.7019442,110.7699442,67.59104415,0.930419,0,0.969042,0.0309576
15540,49.60565627,100.9093563,42.78715627,3404.415356,6260.995356,2633.835356,1055.185356,0.0542332,0.501001,0.498999,76.31365627,103.9953563,110.0633563,66.88445627,0.907883,0,0.969085,0.0309149
15570,50.00959034,101.2297903,42.92739034,3407.76279,6249.92279,2645.27279,1053.15279,0.0535383,0.501001,0.498999,76.68479034,104.3727903,110.4407903,67.26189034,0.891031,0,0.969094,0.0309061
15600,50.55218021,101.6421802,43.21008021,3414.90718,6248.46718,2645.39718,1052.37718,0.0528801,0.501001,0.498999,77.19508021,104.9071802,110.9751802,67.79628021,0.880588,0,0.969103,0.0308973
15630,50.02944136,100.9947414,42.48514136,3421.997741,6252.827741,2635.577741,1051.127741,0.0524268,0.501001,0.498999,76.65254136,104.3977414,110.4657414,67.28684136,0.878896,0,0.969135,0.030865
15660,49.8622561,100.7340561,42.1270561,3428.599056,6261.809056,2618.239056,1051.999056,0.0522591,0.501001,0.498999,76.4860561,104.2590561,110.3270561,67.1481561,0.88518,0,0.969201,0.0307988
15690,49.94402987,100.7809299,42.04602987,3432.65593,6273.78593,2600.07593,1053.80593,0.0523643,0.501001,0.498999,76.57482987,104.3759299,110.4439299,67.26502987,0.897404,0,0.969311,0.0306892
15720,50.21407395,101.070274,42.18247395,3433.543274,6284.753274,2586.343274,1055.643274,0.0527132,0.501001,0.498999,76.86307395,104.673274,110.741274,67.56237395,0.910421,0,0.969432,0.0305682
15750,49.65524131,100.5863413,41.47824131,3430.205341,6291.165341,2578.075341,1056.635341,0.0531534,0.501001,0.498999,76.33264131,104.1353413,110.2033413,67.02444131,0.923166,0,0.969586,0.030414
15780,49.61587934,100.6473793,41.28367934,3425.031379,6290.571379,2577.481379,1057.541379,0.053621,0.501001,0.498999,76.31597934,104.1013793,110.1693793,66.99047934,0.931183,0,0.969731,0.0302693
15810,49.82571977,100.9535198,41.33901977,3419.49252,6286.08252,2583.70252,1058.47252,0.0539547,0.501001,0.498999,76.54101977,104.3025198,110.3705198,67.19161977,0.933236,0,0.969838,0.0301617
15840,50.4123254,101.6177254,41.7388254,3414.709725,6279.189725,2593.629725,1058.119725,0.0541104,0.501001,0.498999,77.1324254,104.8697254,110.9377254,67.7588254,0.928868,0,0.969931,0.0300685
15870,50.45975125,101.7048512,41.60705125,3411.254851,6269.774851,2605.534851,1057.744851,0.0540775,0.501001,0.498999,77.17465125,104.8948512,110.9628512,67.78395125,0.921008,0,0.969993,0.0300072
15900,49.76885748,101.0139575,40.71635748,3409.464957,6261.134957,2614.014957,1055.354957,0.0538774,0.501001,0.498999,76.47315748,104.1849575,110.2529575,67.07405748,0.912477,0,0.970023,0.029977
15930,49.59773521,100.8083352,40.34973521,3410.340335,6255.440335,2619.150335,1054.150335,0.0536235,0.501001,0.498999,76.28653521,104.0003352,110.0683352,66.88943521,0.904593,0,0.970045,0.0299548
15960,49.65584877,100.8158488,40.24194877,3412.903849,6254.363849,2619.663849,1053.623849,0.0533565,0.501001,0.498999,76.33134877,104.0538488,110.1218488,66.94294877,0.899462,0,0.970064,0.0299356
15990,50.05203784,101.1603378,40.47273784,3416.466338,6257.026338,2616.056338,1053.836338,0.0531832,0.501001,0.498999,76.71993784,104.4563378,110.5243378,67.34543784,0.899022,0,0.97009,0.02991
16020,49.67418316,100.7440832,39.94528316,3418.900083,6260.490083,2608.520083,1053.880083,0.0530995,0.501001,0.498999,76.33918316,104.0900832,110.1580832,66.97918316,0.901608,0,0.970131,0.0298688
16050,50.01860722,101.0747072,40.16850722,3420.747707,6265.657707,2601.667707,1054.637707,0.0531531,0.501001,0.498999,76.68790722,104.4477072,110.5157072,67.33680722,0.906106,0,0.970182,0.0298178
16080,49.59238484,100.6631848,39.61628484,3420.365185,6269.175185,2595.065185,1055.085185,0.0532976,0.501001,0.498999,76.27328484,104.0351848,110.1031848,66.92428484,0.912167,0,0.970252,0.0297485
16110,50.32027604,101.423576,40.23367604,3419.811576,6272.551576,2592.951576,1056.101576,0.0534942,0.501001,0.498999,77.01267604,104.771576,110.839576,67.66067604,0.917471,0,0.970325,0.0296753
16140,49.84586214,100.9925621,39.63296214,3417.068562,6271.968562,2592.438562,1056.398562,0.0536818,0.501001,0.498999,76.54786214,104.2985621,110.3665621,67.18766214,0.920377,0,0.970386,0.0296136
16170,49.90509048,101.0948905,39.56209048,3414.59389,6270.22389,2595.48389,1056.42389,0.0538137,0.501001,0.498999,76.61339048,104.3538905,110.4218905,67.24299048,0.92094,0,0.970447,0.029553
16200,49.81612756,101.0372276,39.35162756,3412.347228,6265.657228,2599.447228,1056.217228,0.053871,0.501001,0.498999,76.52622756,104.2572276,110.3252276,67.14632756,0.919244,0,0.970493,0.0295071
16230,50.21144654,101.4475465,39.61074654,3411.343547,6262.513547,2604.363547,1056.093547,0.053851,0.501001,0.498999,76.92004654,104.6435465,110.7115465,67.53264654,0.916209,0,0.970522,0.0294775
16260,50.08267586,101.3187759,39.34697586,3410.776776,6259.116776,2607.926776,1055.516776,0.0537781,0.501001,0.498999,76.78697586,104.5067759,110.5747759,67.39587586,0.912605,0,0.970546,0.0294536
16290,50.38198423,101.6078842,39.52948423,3411.391884,6257.391884,2609.281884,1055.451884,0.0536754,0.501001,0.498999,77.08108423,104.8018842,110.8698842,67.69098423,0.909795,0,0.970563,0.0294368
16320,50.26984577,101.4742458,39.29404577,3412.348246,6256.328246,2609.308246,1055.078246,0.0535769,0.501001,0.498999,76.96334577,104.6882458,110.7562458,67.57734577,0.908052,0,0.97058,0.0294199
16350,50.34589783,101.5305978,39.26039783,3413.646598,6257.276598,2607.736598,1055.116598,0.053507,0.501001,0.498999,77.03579783,104.7665978,110.8345978,67.65569783,0.907857,0,0.970601,0.0293994
16380,50.2044911,101.3767911,39.0205911,3414.449791,6259.059791,2604.929791,1055.059791,0.0534899,0.501001,0.498999,76.8944911,104.6297911,110.6977911,67.5188911,0.908916,0,0.970624,0.0293765
16410,49.88786023,101.0580602,38.60666023,3414.57906,6260.62906,2601.52906,1055.08906,0.0535178,0.501001,0.498999,76.58126023,104.3190602,110.3870602,67.20816023,0.911092,0,0.970655,0.0293447
16440,50.4291416,101.6072416,39.0654416,3415.005242,6262.525242,2600.545242,1055.865242,0.053581,0.501001,0.498999,77.1268416,104.8652416,110.9332416,67.7543416,0.913495,0,0.97069,0.02931
16470,50.09700255,101.2906026,38.64350255,3413.985603,6262.845603,2598.795603,1055.845603,0.0536592,0.501001,0.498999,76.79890255,104.5356026,110.6036026,67.42470255,0.91525,0,0.970722,0.0292779
16500,49.85298363,101.0640836,38.31158363,3412.782084,6262.422084,2599.262084,1055.622084,0.0537292,0.501001,0.498999,76.55958363,104.2920836,110.3600836,67.18118363,0.916361,0,0.970756,0.0292435
16530,50.03200467,101.2615047,38.41180467,3411.909505,6261.499505,2600.469505,1055.849505,0.0537793,0.501001,0.498999,76.74090467,104.4695047,110.5375047,67.35860467,0.916535,0,0.970782,0.0292177
16560,49.95087239,101.1930724,38.24347239,3410.945072,6260.205072,2601.745072,1055.685072,0.0537978,0.501001,0.498999,76.66037239,104.3850724,110.4530724,67.27417239,0.91575,0,0.970806,0.0291936
16590,49.90079218,101.1496922,38.10839218,3410.291692,6258.131692,2602.731692,1055.491692,0.0537926,0.501001,0.498999,76.61019218,104.3316922,110.3996922,67.22079218,0.914562,0,0.970826,0.0291741
16620,49.74264048,100.9894405,37.87554048,3410.09044,6256.53044,2604.32044,1055.08044,0.0537575,0.501001,0.498999,76.44964048,104.1704405,110.2384405,67.05954048,0.913269,0,0.970839,0.0291614
16650,49.58668571,100.8300857,37.64148571,3410.023086,6255.713086,2604.083086,1054.863086,0.0537233,0.501001,0.498999,76.29178571,104.0130857,110.0810857,66.90218571,0.912248,0,0.970852,0.0291479
16680,49.92537865,101.1625787,37.91407865,3410.711579,6255.661579,2604.201579,1055.151579,0.0536932,0.501001,0.498999,76.62897865,104.3515787,110.4195787,67.24067865,0.911791,0,0.970865,0.0291348
16710,49.97527995,101.2063799,37.89587995,3411.14238,6256.12238,2604.08238,1055.10238,0.0536738,0.501001,0.498999,76.67797995,104.4023799,110.4703799,67.29147995,0.911765,0,0.970878,0.0291225
16740,49.79076646,101.0187665,37.64866646,3411.219766,6256.399766,2602.699766,1055.009766,0.0536711,0.501001,0.498999,76.49396646,104.2197665,110.2877665,67.10886646,0.912304,0,0.970893,0.0291069
16770,49.60386914,100.8329691,37.40996914,3411.114969,6256.844969,2602.194969,1054.934969,0.0536877,0.501001,0.498999,76.30836914,104.0349691,110.1029691,66.92406914,0.913191,0,0.97091,0.0290899
16800,49.71358615,100.9473861,37.46558615,3411.056386,6257.416386,2601.126386,1055.116386,0.0537128,0.501001,0.498999,76.42068615,104.1463861,110.2143861,67.03548615,0.914045,0,0.970927,0.0290728
16830,50.29871865,101.5390186,37.99901865,3411.362019,6258.122019,2601.642019,1055.722019,0.0537422,0.501001,0.498999,77.00681865,104.7320186,110.8000186,67.62111865,0.914582,0,0.970945,0.0290549
16860,50.02423909,101.2714391,37.68063909,3410.697439,6257.487439,2600.967439,1055.567439,0.0537674,0.501001,0.498999,76.73343909,104.4574391,110.5254391,67.34653909,0.914889,0,0.970959,0.0290405
16890,50.16612035,101.4198204,37.77622035,3410.43882,6257.41882,2601.70882,1055.72882,0.053787,0.501001,0.498999,76.87682035,104.5988204,110.6668204,67.48792035,0.914943,0,0.970975,0.0290251
16920,50.36194275,101.6216428,37.93224275,3410.263643,6256.923643,2602.523643,1055.693643,0.0537979,0.501001,0.498999,77.07374275,104.7936428,110.8616428,67.68274275,0.914715,0,0.970988,0.0290121
16950,49.74335032,101.0047503,37.27175032,3409.46375,6255.62375,2602.52375,1055.20375,0.0537932,0.501001,0.498999,76.45435032,104.1737503,110.2417503,67.06285032,0.914285,0,0.970997,0.0290028
16980,50.21216445,101.4755644,37.70176445,3409.791564,6255.581564,2603.101564,1055.541564,0.0537856,0.501001,0.498999,76.92266445,104.6415644,110.7095644,67.53066445,0.913813,0,0.971007,0.0289932
17010,49.76496293,101.0256629,37.22246293,3409.413663,6254.763663,2603.473663,1055.143663,0.0537724,0.501001,0.498999,76.47426293,104.1936629,110.2616629,67.08276293,0.913462,0,0.971015,0.0289855
17040,49.8841215,101.1428215,37.3098215,3409.632822,6254.902822,2602.442822,1055.242822,0.0537605,0.501001,0.498999,76.5928215,104.3128215,110.3808215,67.2019215,0.913242,0,0.971021,0.0289788
17070,49.58150552,100.8400055,36.97980552,3409.391006,6254.721006,2602.041006,1054.931006,0.0537597,0.501001,0.498999,76.29050552,104.0110055,110.0790055,66.90010552,0.913418,0,0.97103,0.02897
17100,49.95956277,101.2187628,37.33636277,3409.769763,6255.279763,2602.219763,1055.409763,0.0537645,0.501001,0.498999,76.66946277,104.3897628,110.4577628,67.27886277,0.913673,0,0.971038,0.028962
17130,49.73216698,100.992867,37.08776698,3409.522867,6255.042867,2601.562867,1055.102867,0.0537708,0.501001,0.498999,76.44176698,104.162867,110.230867,67.05196698,0.913935,0,0.971047,0.0289527
17160,50.29385261,101.5573526,37.63245261,3409.985353,6255.695353,2602.065353,1055.735353,0.0537836,0.501001,0.498999,77.00515261,104.7253526,110.7933526,67.61445261,0.914358,0,0.971057,0.0289428
17190,49.98984308,101.2563431,37.31384308,3409.511343,6255.291343,2601.571343,1055.451343,0.053794,0.501001,0.498999,76.70124308,104.4213431,110.4893431,67.31044308,0.914506,0,0.971065,0.0289346
17220,49.50192878,100.7712288,36.81282878,3408.833229,6254.483229,2601.143229,1054.943229,0.0538031,0.501001,0.498999,76.21482878,103.9332288,110.0012288,66.82232878,0.914563,0,0.971074,0.0289262
17250,49.76481916,101.0381192,37.06661916,3408.906119,6254.706119,2601.986119,1055.196119,0.0538117,0.501001,0.498999,76.47911916,104.1961192,110.2641192,67.08521916,0.914663,0,0.971082,0.0289179
17280,50.16418883,101.4376888,37.45718883,3409.214689,6254.664689,2602.624689,1055.554689,0.05381,0.501001,0.498999,76.87738883,104.5946888,110.6626888,67.48378883,0.914444,0,0.971088,0.0289122
17310,49.9253911,101.1991911,37.2122911,3408.925191,6254.105191,2602.235191,1055.275191,0.0538066,0.501001,0.498999,76.6381911,104.3551911,110.4231911,67.2442911,0.914205,0,0.971094,0.0289065
17340,49.68672474,100.9628247,36.97162474,3408.586825,6253.946825,2601.906825,1055.096825,0.0538088,0.501001,0.498999,76.40002474,104.1168247,110.1848247,67.00592474,0.914222,0,0.971099,0.0289006
17370,50.46377558,101.7384756,37.74797558,3409.403476,6254.373476,2603.383476,1055.733476,0.0538053,0.501001,0.498999,77.17687558,104.8934756,110.9614756,67.78257558,0.914101,0,0.971105,0.0288952
17400,49.63463914,100.9090391,36.92063914,3408.594039,6253.514039,2601.824039,1054.954039,0.0537987,0.501001,0.498999,76.34713914,104.0640391,110.1320391,66.95313914,0.913898,0,0.971109,0.0288907
17430,50.29615566,101.5688557,37.58685566,3409.395856,6254.195856,2602.955856,1055.605856,0.0537958,0.501001,0.498999,77.00875566,104.7258557,110.7938557,67.61495566,0.914036,0,0.971114,0.0288863
17460,50.44584457,101.7180446,37.74454457,3409.556045,6254.456045,2602.756045,1055.806045,0.0538005,0.501001,0.498999,77.15884457,104.8760446,110.9440446,67.76514457,0.914197,0,0.971119,0.0288811
17490,49.67045523,100.9461552,36.97865523,3408.671155,6253.831155,2601.131155,1055.151155,0.053808,0.501001,0.498999,76.38365523,104.1011552,110.1691552,66.99025523,0.91438,0,0.971124,0.0288756
17520,50.1049013,101.3830013,37.4261013,3408.966001,6254.306001,2602.046001,1055.496001,0.0538216,0.501001,0.498999,76.8195013,104.5360013,110.6040013,67.4251013,0.914609,0,0.97113,0.0288704
17550,49.56240362,100.8438036,36.89870362,3408.253804,6253.593804,2601.783804,1054.993804,0.0538302,0.501001,0.498999,76.27800362,103.9938036,110.0618036,66.88290362,0.914843,0,0.971135,0.0288647
17580,49.84679167,101.1294917,37.19729167,3408.437492,6253.687492,2601.267492,1055.267492,0.0538304,0.501001,0.498999,76.56189167,104.2774917,110.3454917,67.16659167,0.914688,0,0.971139,0.0288608
17610,49.792068,101.076468,37.160968,3408.282468,6253.552468,2601.722468,1055.182468,0.0538341,0.501001,0.498999,76.507068,104.222468,110.290468,67.111568,0.914588,0,0.971143,0.0288572
17640,50.00985823,101.2926582,37.39865823,3408.539658,6253.399658,2602.729658,1055.369658,0.0538301,0.501001,0.498999,76.72435823,104.4396582,110.5076582,67.32875823,0.914424,0,0.971146,0.028854
17670,50.32603652,101.6098365,37.73533652,3408.825837,6253.685837,2602.535837,1055.665837,0.0538282,0.501001,0.498999,77.04063652,104.7558365,110.8238365,67.64493652,0.914333,0,0.971149,0.028851
17700,50.33433846,101.6183385,37.76853846,3408.794338,6253.704338,2602.374338,1055.734338,0.0538288,0.501001,0.498999,77.04973846,104.7643385,110.8323385,67.65343846,0.914392,0,0.971152,0.0288476
17730,50.22664312,101.5104431,37.68444312,3408.706443,6253.456443,2601.986443,1055.586443,0.0538261,0.501001,0.498999,76.94114312,104.6564431,110.7244431,67.54554312,0.914292,0,0.971155,0.028845
17760,49.82943429,101.1134343,37.31603429,3408.319434,6253.159434,2601.269434,1055.199434,0.0538257,0.501001,0.498999,76.54393429,104.2594343,110.3274343,67.14853429,0.91436,0,0.971158,0.0288423
17790,50.30178436,101.5870844,37.81928436,3408.762084,6253.772084,2601.782084,1055.692084,0.0538298,0.501001,0.498999,77.01698436,104.7320844,110.8000844,67.62118436,0.914462,0,0.971161,0.0288387
17820,50.13126327,101.4167633,37.67826327,3408.561763,6253.491763,2601.701763,1055.521763,0.0538341,0.501001,0.498999,76.84646327,104.5617633,110.6297633,67.45086327,0.914625,0,0.971164,0.0288355
17850,49.54494072,100.8313407,37.12594072,3407.945341,6252.815341,2601.815341,1054.935341,0.0538369,0.501001,0.498999,76.25994072,103.9753407,110.0433407,66.86444072,0.914638,0,0.971167,0.028833
17880,49.54122044,100.8284204,37.15782044,3407.86142,6252.75142,2601.51142,1054.87142,0.0538385,0.501001,0.498999,76.25692044,103.9714204,110.0394204,66.86052044,0.914577,0,0.97117,0.0288299
17910,49.65301511,100.9413151,37.30351511,3407.933315,6252.793315,2602.093315,1055.013315,0.053842,0.501001,0.498999,76.36871511,104.0833151,110.1513151,66.97241511,0.914611,0,0.971172,0.0288275
17940,50.26696502,101.555065,37.95626502,3408.527065,6253.257065,2602.817065,1055.647065,0.0538413,0.501001,0.498999,76.98276502,104.697065,110.765065,67.58616502,0.914605,0,0.971175,0.0288255
17970,49.56133138,100.8507314,37.28993138,3407.751731,6252.571731,2601.971731,1054.991731,0.0538438,0.501001,0.498999,76.27793138,103.9917314,110.0597314,66.88083138,0.914669,0,0.971177,0.028823
18000,50.01910322,101.3093032,37.78680322,3408.179303,6253.039303,2601.419303,1055.479303,0.0538412,0.501001,0.498999,76.73540322,104.4493032,110.5173032,67.33840322,0.914617,0,0.971179,0.0288211
18030,50.42914979,101.7191498,38.24014979,3408.60915,6253.25915,2602.32915,1055.77915,0.0538406,0.501001,0.498999,77.14464979,104.8591498,110.9271498,67.74824979,0.914545,0,0.971181,0.0288193
18060,49.72071553,101.0095155,37.57181553,3407.910516,6252.510516,2601.480516,1055.120516,0.05384,0.501001,0.498999,76.43601553,104.1505155,110.2185155,67.03961553,0.914472,0,0.971182,0.0288178
18090,49.70426292,100.9945629,37.60226292,3407.854563,6252.664563,2601.354563,1055.124563,0.0538433,0.501001,0.498999,76.42046292,104.1345629,110.2025629,67.02366292,0.914618,0,0.971185,0.0288154
18120,49.58869266,100.8799927,37.53449266,3407.708993,6252.418993,2601.018993,1054.928993,0.0538464,0.501001,0.498999,76.30479266,104.0189927,110.0869927,66.90809266,0.914661,0,0.971187,0.0288133
18150,50.19939099,101.491691,38.18939099,3408.269691,6253.029691,2601.529691,1055.539691,0.0538486,0.501001,0.498999,76.91619099,104.629691,110.697691,67.51879099,0.914691,0,0.971189,0.0288115
18180,50.20626127,101.4974613,38.24636127,3408.296461,6252.816461,2602.716461,1055.566461,0.0538495,0.501001,0.498999,76.92316127,104.6364613,110.7044613,67.52556127,0.914734,0,0.97119,0.0288097
18210,49.99453091,101.2876309,38.08573091,3408.024631,6252.684631,2601.294631,1055.464631,0.053848,0.501001,0.498999,76.71123091,104.4246309,110.4926309,67.31373091,0.914642,0,0.971192,0.0288085
18240,49.76177852,101.0537785,37.90027852,3407.781779,6252.491779,2602.331779,1055.141779,0.0538521,0.501001,0.498999,76.47847852,104.1917785,110.2597785,67.08087852,0.914659,0,0.971193,0.0288069
18270,50.21167127,101.5035713,38.40347127,3408.241571,6252.721571,2602.611571,1055.581571,0.0538497,0.501001,0.498999,76.92877127,104.6415713,110.7095713,67.53067127,0.914613,0,0.971194,0.0288059
18300,49.8784662,101.1703662,38.1192662,3407.908366,6252.498366,2602.348366,1055.218366,0.0538489,0.501001,0.498999,76.5955662,104.3083662,110.3763662,67.1974662,0.914567,0,0.971195,0.0288048
18330,49.70054453,100.9936445,37.99704453,3407.710645,6252.400645,2601.380645,1055.110645,0.0538486,0.501001,0.498999,76.41674453,104.1306445,110.1986445,67.01974453,0.914621,0,0.971197,0.0288034
18360,49.73250761,101.0256076,38.08560761,3407.752608,6252.362608,2601.412608,1055.102608,0.053849,0.501001,0.498999,76.44880761,104.1626076,110.2306076,67.05170761,0.914634,0,0.971198,0.0288021
